type_of_accommodation,number_of_rooms,floor,floors,type_of_house,repair,combined_bathroom,shared_bathroom,passenger_elevator,cargo_elevator,loggia,parking,balcony,price,total_area,living_area,kitchen_area,year_of_construction,full_adress,district,distnce_metro
Новостройка,3,5,24,Монолитный,Нет,0,1,1,1,1,1,0,11722032,86.2,48.0,16.5,2018,"Москва, САО, р-н Дмитровский, Дмитровское ш., 107к3А", САО,4.460579080262459
Новостройка,2,6,17,Монолитный,Нет,0,0,1,0,0,1,0,13131890,65.0,29.0,13.0,2018,"Москва, САО, р-н Беговой, Ленинградский просп.", САО,1.1885287039108674
Вторичка,3,5,32,Монолитный,Нет,0,2,1,1,0,0,0,20490000,100.0,70.0,20.0,2008,"Москва, САО, р-н Аэропорт, Кочновский проезд, 4к2", САО,1.3801459043407212
Вторичка,2,2,13,Монолитный,Нет,1,1,1,1,1,1,0,17400000,78.0,43.0,12.0,2016,"Москва, ВАО, р-н Преображенское, Краснобогатырская ул., 90С1", ВАО,0.5323660851381751
Новостройка,4,12,12,Монолитный,Нет,1,2,1,1,1,1,0,22737080,101.96,60.5,12.9,2018,"Москва, СЗАО, р-н Южное Тушино, ул. Фабрициуса", СЗАО,0.7813720846153798
Новостройка,2,8,15,Монолитный,Чистовая,0,1,1,1,0,1,1,8498010,53.28,31.9,6.7,2018,"Москва, ЮВАО, р-н Люблино, просп. 40 лет Октября, вл36", ЮВАО,1.4104901206494755
Вторичка,1,20,33,Монолитный,Нет,1,1,0,0,0,0,0,23900000,66.0,20.0,25.0,2006,"Москва, ЗАО, р-н Тропарево-Никулино, просп. Вернадского, 94к2", ЗАО,0.7916827508689536
Вторичка,2,7,14,Сталинский,Дизайнерский,1,0,1,0,0,1,1,37199819,65.0,40.0,9.0,1955,"Москва, ЗАО, р-н Дорогомилово, Большая Дорогомиловская ул., 4", ЗАО,0.5762342580871042
Новостройка,3,2,21,Монолитный,Нет,1,0,1,1,1,1,0,14199120,85.28,49.5,14.9,2018,"Москва, ЮВАО, р-н Лефортово, Красноказарменная ул., 14Ак3", ЮВАО,0.7374879571367842
Вторичка,4,5,7,Кирпичный,Дизайнерский,1,1,1,0,0,1,1,26000000,130.0,67.0,15.0,1945,"Москва, ЗАО, р-н Можайский, Можайское ш., 9", ЗАО,1.2368445410165827
Вторичка,4,1,6,Кирпичный,Косметический,0,1,1,0,0,1,0,29800000,135.0,114.0,14.0,1908,"Москва, ЦАО, р-н Басманный, Большой Харитоньевский пер., 14", ЦАО,0.4578310415920317
Вторичка,2,3,18,Монолитный,Евроремонт,1,0,1,1,0,1,0,16500000,47.0,22.2,12.0,2015,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 88к2с7", ЗАО,3.2212262130783484
Вторичка,3,2,8,Монолитно-кирпичный,Косметический,0,1,1,0,0,0,0,8600000,58.0,42.0,6.0,1962,"Москва, ВАО, р-н Соколиная гора, Измайловское ш., 62", ВАО,1.1663936468671203
Новостройка,4,11,24,Монолитный,Нет,1,1,1,0,1,1,0,25103560,115.5,70.5,14.9,2017,"Москва, СЗАО, р-н Щукино, ул. Расплетина", СЗАО,0.8704706837569809
Вторичка,4,4,10,Монолитно-кирпичный,Дизайнерский,2,0,1,1,1,1,0,105399489,162.0,105.0,35.0,2008,"Москва, ЦАО, р-н Пресненский, ул. Климашкина, 17", ЦАО,0.6865988048353331
Вторичка,1,14,14,Блочный,Евроремонт,1,0,0,0,1,1,0,6100000,39.0,21.0,9.0,1991,"Москва, ЮАО, р-н Москворечье-Сабурово, Кантемировская ул., 16К2", ЮАО,1.0316018313560265
Новостройка,2,2,15,Монолитный,Нет,0,1,1,1,1,0,0,4531485,41.9,15.0,10.0,2019,"Москва, НАО (Новомосковский), Сосенское поселение, бул. Веласкеса", НАО (Новомосковский),5.096930311114552
Новостройка,2,2,9,Монолитный,Нет,2,0,1,1,1,1,0,11892800,74.33,29.8,15.9,2018,"Москва, ЮАО, р-н Даниловский, Зиларт жилой комплекс, 7", ЮАО,1.6041569118595367
Новостройка,1,3,17,Панельный,Черновая,1,0,0,0,1,0,0,3946830,35.1,15.7,7.9,2019,"Москва, ЮВАО, р-н Некрасовка, Люберецкие Поля микрорайон, 13-й квартал, к4В", ЮВАО,8.160959712784694
Вторичка,2,5,12,Монолитный,Нет,0,2,1,1,1,0,0,21351724,82.9,42.7,12.2,2017,"Москва, САО, р-н Тимирязевский, Дмитровское ш., 13", САО,0.277437342043645
Вторичка,2,11,31,Монолитный,Дизайнерский,1,0,1,1,1,1,0,23500000,58.3,32.9,10.3,2009,"Москва, ЗАО, р-н Кунцево, Ярцевская ул., 27к1", ЗАО,0.07352854381077055
Вторичка,3,15,17,Монолитно-кирпичный,Нет,0,1,1,1,0,0,1,8500000,80.36,48.0,12.0,2015,"Москва, НАО (Новомосковский), Воскресенское поселение, проезд Чечерский, 126", НАО (Новомосковский),1.5064307438766522
Вторичка,4,14,50,Монолитно-кирпичный,Нет,2,0,1,1,0,0,0,47800000,134.0,58.0,17.0,2006,"Москва, САО, р-н Хорошевский, Чапаевский пер., 3", САО,0.8815239051151257
Вторичка,4,5,36,Монолитный,Нет,0,0,0,0,0,0,0,47739768,153.0,98.0,22.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8", ЗАО,1.8210837895379957
Вторичка,1,5,12,Панельный,Евроремонт,0,1,0,0,1,0,0,6490000,40.0,23.0,9.0,1980,"Москва, ВАО, р-н Новогиреево, Фрязевская ул., 3К2", ВАО,0.5900317580861005
Вторичка,2,2,5,Кирпичный,Дизайнерский,1,0,1,0,0,1,0,24800000,66.5,40.0,10.0,1905,"Москва, ЦАО, р-н Арбат, Новинский бул., 18А", ЦАО,0.6792218048925612
Вторичка,4,29,35,Монолитный,Дизайнерский,2,0,0,0,0,0,0,70000000,156.0,100.0,15.0,2008,"Москва, ЗАО, р-н Тропарево-Никулино, просп. Вернадского, 94к3", ЗАО,0.7899409776682451
Новостройка,1,4,31,Монолитный,Чистовая,1,0,1,1,1,1,0,5791500,49.5,18.2,13.3,2018,"Москва, ЮЗАО, р-н Южное Бутово, Старокрымская ул.", ЮЗАО,1.2066438293908457
Вторичка,5,3,6,Монолитно-кирпичный,Нет,0,1,1,1,0,0,1,55898929,225.4,170.0,25.0,2004,"Москва, ЮЗАО, р-н Гагаринский, Андреевская наб., 1К1", ЮЗАО,0.9118504779648128
Новостройка,3,3,22,Монолитный,Нет,0,2,1,1,1,1,0,19500000,110.5,59.0,12.5,2019,"Москва, СВАО, р-н Алексеевский, Маломосковская ул., 14С14", СВАО,0.8259849832953001
Вторичка,1,14,24,Панельный,Евроремонт,1,0,1,1,0,0,0,15200000,36.0,16.0,7.0,1967,"Москва, ЦАО, р-н Арбат, ул. Новый Арбат, 10", ЦАО,0.6542921493131872
Вторичка,3,8,8,Кирпичный,Косметический,0,1,1,0,0,1,1,12300000,71.0,48.0,8.0,1959,"Москва, ЮАО, р-н Даниловский, Восточная ул., 2К5", ЮАО,1.1919597434426266
Вторичка,1,9,17,Панельный,Нет,1,0,1,1,1,0,1,4300000,36.0,15.0,8.0,2017,"Москва, НАО (Новомосковский), Московский, ул. Лаптева, 4", НАО (Новомосковский),10.367639837192376
Вторичка,3,5,18,Монолитный,Евроремонт,1,0,0,0,0,1,1,32500000,76.0,49.0,20.0,2008,"Москва, ЗАО, р-н Раменки, Ломоносовский просп., 29к3", ЗАО,2.063882963759758
Вторичка,4,19,34,Монолитный,Нет,0,3,1,1,0,0,0,36990000,148.0,120.0,20.0,2008,"Москва, САО, р-н Аэропорт, Кочновский проезд, 4к2", САО,1.3801459043407212
Новостройка,1,2,22,Монолитный,Нет,1,0,1,0,1,1,0,5133700,35.9,14.4,9.2,2019,"Москва, СВАО, р-н Лосиноостровский, Тайнинская ул.", СВАО,2.0455429769826403
Вторичка,2,4,25,Панельный,Нет,1,0,1,1,1,0,0,6418300,63.3,32.3,13.8,2016,"Москва, ЮВАО, р-н Некрасовка, Рождественская ул., 33", ЮВАО,6.824107037084605
Вторичка,3,4,9,Блочный,Евроремонт,1,0,1,0,0,0,1,12500000,60.0,43.0,7.0,1967,"Москва, ЮЗАО, р-н Коньково, Профсоюзная ул., 114К2", ЮЗАО,0.6455868371096405
Вторичка,5,4,12,Кирпичный,Нет,0,1,1,0,0,1,1,37000000,106.0,76.0,10.0,1939,"Москва, ЦАО, р-н Арбат, ул. Новый Арбат, 31/12", ЦАО,0.6292878112992697
Новостройка,2,5,31,Монолитный,Нет,1,0,1,1,1,1,0,8928432,74.0,40.0,13.0,2018,"Москва, ЮЗАО, р-н Южное Бутово, Старокрымская ул.", ЮЗАО,1.2066438293908457
Вторичка,1,4,25,Панельный,Нет,1,0,1,1,1,0,0,4633630,39.3,18.9,9.0,2017,"Москва, ЮВАО, р-н Некрасовка, ул. Вертолетчиков, 13", ЮВАО,7.604786547397313
Новостройка,2,21,33,Монолитный,Чистовая,1,0,1,1,0,1,0,5416760,38.2,21.7,7.5,2019,"Москва, СЗАО, р-н Митино, Дубравная ул., 50", СЗАО,1.6213365648721183
Новостройка,1,31,32,Монолитный,Нет,1,0,1,1,1,1,0,7459790,39.3,15.0,10.5,2017,"Москва, ВАО, р-н Соколиная гора, просп. Буденного, 51к2", ВАО,1.1637502737997616
Новостройка,2,2,22,Монолитный,Нет,0,1,1,0,0,1,0,11285000,61.0,22.6,23.6,2018,"Москва, СЗАО, р-н Хорошево-Мневники, 3-я Хорошевская ул., 7к15", СЗАО,1.016745741236603
Вторичка,1,12,20,Монолитный,Дизайнерский,1,0,1,1,0,1,0,18000000,48.0,20.0,13.0,2012,"Москва, ЗАО, р-н Тропарево-Никулино, ул. Мичуринский проспект Олимпийская деревня, 1к1", ЗАО,2.121588347220375
Вторичка,2,19,22,Монолитно-кирпичный,Евроремонт,1,1,1,1,0,1,1,28000000,82.0,38.9,15.0,2008,"Москва, ЗАО, р-н Раменки, Мичуринский просп., 34", ЗАО,2.4510260063629774
Новостройка,5,12,12,Монолитно-кирпичный,Нет,2,0,0,0,0,0,0,247998799,282.0,144.0,25.0,2017,"Москва, ЦАО, р-н Хамовники, ул. Усачева, 7/1", ЦАО,0.6579576764774947
Новостройка,1,3,15,Монолитный,Черновая,1,0,1,1,0,1,0,12293880,44.86,20.6,12.7,2018,"Москва, САО, р-н Хорошевский, ул. Викторенко, 11С24", САО,0.8467098877480497
Новостройка,2,5,19,Монолитный,Нет,1,0,1,1,1,1,0,15114570,67.2,30.0,13.0,2021,"Москва, СВАО, р-н Алексеевский, Новоалексеевская ул., 16С20", СВАО,0.8086519865358572
Вторичка,2,19,21,Монолитный,Нет,1,1,1,1,1,1,0,20800000,78.0,37.0,16.0,2016,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 88к4с2", ЗАО,3.252611486560576
Новостройка,1,3,21,Монолитный,Нет,1,0,0,1,1,1,0,7547500,50.05,19.8,15.0,2018,"Москва, ЮВАО, р-н Лефортово, Душинская ул., 16", ЮВАО,1.205081513089405
Новостройка,1,2,13,Монолитный,Нет,1,0,1,1,1,1,0,18131850,57.2,22.6,12.3,2014,"Москва, ВАО, р-н Измайлово, Измайловский проезд, 10к2", ВАО,1.1875344980398777
Вторичка,3,7,17,Монолитно-кирпичный,Евроремонт,2,0,1,1,1,1,0,99000000,147.0,93.0,18.0,2008,"Москва, ЗАО, р-н Раменки, Мичуринский просп., 6к2", ЗАО,2.4779474510505697
Вторичка,1,8,9,Панельный,Косметический,1,0,1,0,0,1,1,5268000,32.3,15.8,8.1,1974,"Москва, САО, р-н Ховрино, Клинская ул., 4К2", САО,2.60998058144701
Новостройка,1,9,25,Панельный,Нет,1,0,0,0,0,0,1,4257304,39.0,19.0,7.5,2018,"Москва, ЮВАО, р-н Некрасовка, Люберецкие Поля микрорайон, 13-й квартал, к8", ЮВАО,8.015042310769326
Вторичка,2,3,4,Кирпичный,Косметический,1,0,0,0,0,1,0,5350000,42.5,25.0,5.6,1961,"Москва, ЮВАО, р-н Печатники, 1-я Курьяновская ул., 55", ЮВАО,3.768886688942037
Вторичка,2,3,5,Кирпичный,Косметический,0,1,0,0,0,0,1,8500000,55.7,35.1,7.2,1959,"Москва, САО, р-н Коптево, Большая Академическая ул., 6к1", САО,1.657362559756567
Вторичка,2,7,25,Монолитный,Дизайнерский,0,1,1,1,1,1,1,8549000,64.0,40.0,11.0,2013,"Москва, НАО (Новомосковский), Московский, мкр. Град Московский, ул. Радужная, 9", НАО (Новомосковский),10.345137499109939
Новостройка,3,2,17,Монолитный,Чистовая,2,0,1,1,0,1,0,6265440,68.4,39.4,12.4,2020,"Москва, НАО (Новомосковский), Коммунарка поселок, ул. Александры Монаховой, 96к2", НАО (Новомосковский),2.54749931979802
Вторичка,4,15,16,Монолитный,Нет,2,0,1,1,1,0,0,97140000,161.9,93.0,17.3,2011,"Москва, ЮЗАО, р-н Академический, ул. Дмитрия Ульянова, 6к1", ЮЗАО,1.0129510635663102
Новостройка,1,5,24,Монолитный,Нет,1,0,1,0,1,1,0,9066600,41.66,19.1,11.3,2017,"Москва, СЗАО, р-н Щукино, ул. Расплетина", СЗАО,0.8704706837569809
Новостройка,3,8,20,Монолитный,Нет,2,0,1,1,1,1,0,15621714,89.2,47.0,12.0,2018,"Москва, ЮАО, р-н Даниловский, Зиларт жилой комплекс, 8", ЮАО,1.7513466000955518
Вторичка,3,1,6,Кирпичный,Евроремонт,2,1,0,0,0,0,0,39500000,90.0,56.0,14.0,1911,"Москва, ЦАО, р-н Пресненский, Сытинский туп., 3", ЦАО,0.35929282949035984
Новостройка,3,17,18,Монолитный,Нет,1,1,1,1,0,1,0,31269140,104.1,80.5,12.4,2014,"Москва, ВАО, р-н Измайлово, Измайловский проезд, 10к3", ВАО,1.0742491041576565
Вторичка,3,15,20,Монолитный,Нет,0,2,1,1,1,0,0,26604200,122.6,60.2,16.3,2013,"Москва, ЮЗАО, р-н Ломоносовский, Ленинский просп., 83К2", ЮЗАО,1.3051339944471636
Новостройка,1,6,36,Кирпичный,Нет,1,0,1,1,0,1,0,12364800,48.0,15.7,19.8,2019,"Москва, СЗАО, р-н Хорошево-Мневники, ул. Шеногина", СЗАО,1.6865689702781919
Вторичка,4,3,6,Монолитный,Нет,0,1,1,0,0,0,1,68000000,148.0,82.0,20.0,2013,"Москва, ЦАО, р-н Тверской, ул. Фадеева, 4А", ЦАО,0.5170328542915602
Вторичка,4,2,4,Кирпичный,Евроремонт,2,0,0,0,0,1,0,61999699,120.0,78.0,15.0,1917,"Москва, ЦАО, р-н Пресненский, Большой Козихинский пер., 8", ЦАО,0.6287256301343405
