type_of_accommodation,number_of_rooms,floor,floors,type_of_house,repair,combined_bathroom,shared_bathroom,passenger_elevator,cargo_elevator,loggia,parking,balcony,price,total_area,living_area,kitchen_area,year_of_construction,full_adress,district,distnce_metro
Вторичка,2,9,14,Панельный,Косметический,0,1,1,1,1,0,0,6000000,56.0,29.1,11.7,2006,"Москва, ЮВАО, р-н Некрасовка, 1-я Вольская ул., 6к1", ЮВАО,5.123062562064072
Вторичка,4,11,14,Панельный,Нет,0,1,1,1,1,0,0,8500000,96.6,52.2,11.8,2006,"Москва, ЮВАО, р-н Некрасовка, 1-я Вольская ул., 6к1", ЮВАО,5.123062562064072
Вторичка,3,8,12,Кирпичный,Косметический,0,1,1,1,1,1,0,17600000,70.0,45.0,8.0,1978,"Москва, ЮВАО, р-н Южнопортовый, 1-я Дубровская ул., 2БК2", ЮВАО,0.3522039812897625
Вторичка,2,5,5,Кирпичный,Косметический,0,1,1,0,0,0,1,7500000,40.0,23.0,7.0,1927,"Москва, ЮВАО, р-н Южнопортовый, 1-я Дубровская ул., 6А", ЮВАО,0.6390755453853476
Вторичка,1,2,5,Кирпичный,Косметический,0,1,0,0,0,0,0,9800000,46.0,31.0,7.0,1927,"Москва, ЮВАО, р-н Южнопортовый, 1-я Дубровская ул., 4Б", ЮВАО,0.5463542638826481
Вторичка,2,10,17,Блочный,Нет,0,1,1,1,0,0,1,11900000,54.0,32.4,9.3,1989,"Москва, ЦАО, р-н Таганский, 1-я Дубровская ул., 1К2", ЦАО,0.344426529727808
Вторичка,3,7,12,Блочный,Косметический,1,0,1,1,0,0,1,10100000,65.3,44.8,9.4,1968,"Москва, ВАО, р-н Богородское, 1-я Гражданская ул., 97", ВАО,1.4687938759723047
Вторичка,3,2,5,Кирпичный,Нет,0,0,0,0,0,0,0,10500000,72.0,45.0,11.2,1928,"Москва, ЦАО, р-н Таганский, 1-я Дубровская ул., 5", ЦАО,0.71575614152366
Вторичка,2,1,5,Кирпичный,Нет,0,1,1,0,0,0,0,9000000,58.7,35.0,10.0,1928,"Москва, ЮВАО, р-н Южнопортовый, 1-я Дубровская ул., 2А", ЮВАО,0.4241209029711761
Вторичка,2,7,12,Кирпичный,Косметический,0,1,1,1,1,1,0,12990000,50.0,28.0,7.0,1978,"Москва, ЮВАО, р-н Южнопортовый, 1-я Дубровская ул., 2БК2", ЮВАО,0.3522039812897625
Вторичка,2,1,5,Кирпичный,Косметический,0,0,0,0,0,1,0,6000000,44.0,31.0,6.0,1960,"Москва, ВАО, р-н Богородское, 1-я Гражданская ул., 101", ВАО,1.2833538866822691
Вторичка,1,2,5,Кирпичный,Косметический,1,0,0,0,0,0,1,6000000,29.0,12.0,7.0,1927,"Москва, ЮВАО, р-н Южнопортовый, 1-я Дубровская ул., 6А", ЮВАО,0.6390755453853476
Вторичка,3,2,7,Кирпичный,Косметический,0,1,0,1,0,1,0,12800000,71.6,41.1,11.2,1999,"Москва, ЮВАО, р-н Южнопортовый, 1-я Дубровская ул., 8/12", ЮВАО,0.7537893590092811
Вторичка,2,3,5,Кирпичный,Нет,0,1,0,0,0,0,0,9750000,65.0,43.0,8.0,1928,"Москва, ЦАО, р-н Таганский, 1-я Дубровская ул., 5", ЦАО,0.71575614152366
Вторичка,3,14,17,Панельный,Евроремонт,0,1,0,0,1,0,1,15950000,76.0,45.0,10.5,1989,"Москва, ЦАО, р-н Таганский, 1-я Дубровская ул., 1К1", ЦАО,0.3404506438344043
Вторичка,2,5,8,Сталинский,Нет,1,0,1,0,1,0,0,16500000,45.0,29.0,8.0,1999,"Москва, ЮВАО, р-н Южнопортовый, 1-я Дубровская ул., 8/12", ЮВАО,0.7537893590092811
Вторичка,4,7,10,Монолитный,Нет,0,0,1,0,1,0,0,37200000,130.0,68.0,17.0,2002,"Москва, ЦАО, р-н Таганский, 1-я Дубровская ул., 1К4", ЦАО,0.4743054519654448
Вторичка,2,2,17,Панельный,Нет,0,1,1,1,1,0,0,12500000,54.0,32.3,9.2,1989,"Москва, ЦАО, р-н Таганский, 1-я Дубровская ул., 1К1", ЦАО,0.3404506438344043
Вторичка,3,1,12,Блочный,Косметический,0,1,0,0,0,0,0,9000000,64.2,44.1,9.2,1969,"Москва, ВАО, р-н Богородское, 1-я Гражданская ул., 99К2", ВАО,1.401009020076382
Вторичка,3,6,17,Панельный,Косметический,0,1,1,1,1,0,1,16000000,74.0,46.0,11.0,1989,"Москва, ЦАО, р-н Таганский, 1-я Дубровская ул., 1К2", ЦАО,0.344426529727808
Вторичка,1,4,7,Кирпичный,Косметический,1,0,1,0,0,1,0,7000000,34.0,18.0,5.8,1958,"Москва, ЮВАО, р-н Южнопортовый, 1-я Дубровская ул., 14", ЮВАО,0.8312709047442349
Вторичка,3,14,17,Панельный,Евроремонт,0,1,1,1,1,0,0,15950000,74.3,45.7,10.2,1989,"Москва, ЦАО, р-н Таганский, 1-я Дубровская ул., 1К1", ЦАО,0.3404506438344043
Вторичка,2,3,5,Сталинский,Косметический,0,1,1,0,0,0,0,9750000,65.0,42.3,7.0,1928,"Москва, ЦАО, р-н Таганский, 1-я Дубровская ул., 5", ЦАО,0.71575614152366
Вторичка,2,1,5,Кирпичный,Косметический,0,1,0,0,0,0,0,8790000,47.7,30.8,7.0,1927,"Москва, ЮВАО, р-н Южнопортовый, 1-я Дубровская ул., 4Б", ЮВАО,0.5463542638826481
Вторичка,2,3,5,Сталинский,Нет,0,1,1,0,0,0,0,10000000,54.2,34.9,5.6,1928,"Москва, ЦАО, р-н Таганский, 1-я Дубровская ул., 7/10", ЦАО,0.8237139163703076
Вторичка,1,2,5,Кирпичный,Косметический,1,0,0,0,0,0,1,5100000,30.5,18.0,6.0,1960,"Москва, ВАО, р-н Богородское, 1-я Гражданская ул., 101", ВАО,1.2833538866822691
Вторичка,3,2,16,Монолитный,Нет,0,2,1,0,1,0,1,28998000,99.5,52.7,15.6,2002,"Москва, ЦАО, р-н Таганский, 1-я Дубровская ул., 1К4", ЦАО,0.4743054519654448
Вторичка,4,15,20,Монолитный,Косметический,0,2,0,0,1,0,0,39950000,136.7,68.7,22.0,2016,"Москва, САО, р-н Савеловский, 1-я Квесисская ул., 9/13", САО,0.6677999450474499
Вторичка,3,8,16,Монолитный,Нет,2,0,1,1,1,0,0,36400000,131.6,83.0,16.0,2016,"Москва, САО, р-н Савеловский, 1-я Квесисская ул., 9/13", САО,0.6677999450474499
Вторичка,1,3,5,Кирпичный,Косметический,1,0,0,0,0,0,1,4300000,33.0,17.0,6.0,1962,"Москва, ЮВАО, р-н Нижегородский, 1-я Карачаровская ул., 17", ЮВАО,2.4836526126372003
Новостройка,3,17,17,Монолитный,Нет,1,1,1,1,1,0,0,41296500,131.1,65.2,18.2,2016,"Москва, САО, р-н Савеловский, 1-я Квесисская ул., 9/13", САО,0.6677999450474499
Вторичка,4,5,8,Кирпичный,Дизайнерский,2,0,1,0,0,0,1,56705940,143.0,109.0,9.0,1959,"Москва, ЮЗАО, р-н Ломоносовский, ул. Кравченко, 4К3", ЮЗАО,1.4641768196117968
Вторичка,3,4,16,Монолитный,Нет,2,0,1,1,1,0,0,35360000,131.6,83.0,16.0,2016,"Москва, САО, р-н Савеловский, 1-я Квесисская ул., 9/13", САО,0.6677999450474499
Новостройка,2,2,17,Монолитный,Нет,1,0,1,1,0,0,1,15455000,56.2,26.4,10.8,2016,"Москва, САО, р-н Савеловский, 1-я Квесисская ул., 9/13", САО,0.6677999450474499
Вторичка,1,4,7,Кирпичный,Косметический,1,0,1,0,0,0,0,6490000,33.0,18.0,6.0,1958,"Москва, ЮВАО, р-н Южнопортовый, 1-я Дубровская ул., 14", ЮВАО,0.8312709047442349
Новостройка,3,14,17,Монолитный,Нет,1,1,1,1,1,0,0,38792500,131.5,66.0,18.5,2016,"Москва, САО, р-н Савеловский, 1-я Квесисская ул., 9/13", САО,0.6677999450474499
Вторичка,2,10,17,Монолитно-кирпичный,Нет,1,1,1,1,1,1,0,22000000,90.0,38.0,17.3,2016,"Москва, САО, р-н Савеловский, 1-я Квесисская ул., 9/13", САО,0.6677999450474499
Вторичка,3,7,7,Кирпичный,Дизайнерский,0,1,1,0,0,1,0,19600000,85.5,52.7,9.9,1958,"Москва, ЮВАО, р-н Южнопортовый, 1-я Дубровская ул., 18", ЮВАО,0.5389661979347243
Новостройка,1,17,17,Монолитный,Нет,1,0,1,1,0,0,1,19518000,53.2,21.3,14.7,2016,"Москва, САО, р-н Савеловский, 1-я Квесисская ул., 9/13", САО,0.6677999450474499
Новостройка,2,2,17,Монолитный,Нет,1,0,1,1,0,0,1,16247500,58.9,29.1,10.0,2016,"Москва, САО, р-н Савеловский, 1-я Квесисская ул., 9/13", САО,0.6677999450474499
Новостройка,1,16,17,Монолитный,Нет,1,0,1,1,0,0,1,22066000,64.9,22.6,17.7,2016,"Москва, САО, р-н Савеловский, 1-я Квесисская ул., 9/13", САО,0.6677999450474499
Новостройка,2,2,13,Монолитный,Нет,1,1,1,1,1,1,0,12547580,67.0,27.2,22.2,2019,"Москва, ВАО, р-н Перово, ш. Энтузиастов", ВАО,1.4470099919665529
Новостройка,3,1,17,Монолитный,Нет,1,0,1,1,0,0,0,24709500,99.3,44.3,19.6,2016,"Москва, САО, р-н Савеловский, 1-я Квесисская ул., 9/13", САО,0.6677999450474499
Новостройка,3,15,17,Монолитный,Нет,1,1,1,1,0,0,0,45225000,135.0,64.9,21.5,2016,"Москва, САО, р-н Савеловский, 1-я Квесисская ул., 9/13", САО,0.6677999450474499
Вторичка,3,3,3,Блочный,Евроремонт,1,0,0,0,0,0,0,8900000,99.3,65.0,15.0,2011,"Москва, ТАО (Троицкий), Троицк, Изумрудный коттеджный поселок, ул. 1-я Изумрудная, 12", ТАО (Троицкий),17.124190902434965
Новостройка,2,8,17,Монолитный,Нет,1,1,1,1,0,0,1,21900000,86.6,37.4,17.3,2016,"Москва, САО, р-н Савеловский, 1-я Квесисская ул., 9/13", САО,0.6677999450474499
Вторичка,6,7,16,Монолитно-кирпичный,Нет,0,4,1,0,0,1,0,107111220,175.9,133.0,25.0,1932,"Москва, ЗАО, р-н Раменки, Воробьевское ш., 4С1", ЗАО,1.3833909522067749
Вторичка,2,2,9,Панельный,Косметический,0,1,1,0,0,0,0,7090000,46.0,32.0,7.0,1967,"Москва, ЮЗАО, р-н Коньково, Миклухо-Маклая ул., 25", ЮЗАО,1.11058875295796
Вторичка,3,6,30,Монолитный,Дизайнерский,2,0,1,1,0,1,0,65000000,125.0,70.0,17.0,2012,"Москва, ЗАО, р-н Кунцево, Ярцевская ул., 32", ЗАО,0.13861114891619136
Новостройка,3,2,18,Монолитный,Чистовая,2,0,1,1,0,1,0,7797450,68.1,37.6,11.6,2020,"Москва, СЗАО, р-н Митино, Дубравная ул., 50", СЗАО,1.6213365648721183
Вторичка,1,2,5,Монолитный,Нет,0,1,0,0,1,1,0,1850000,39.0,19.0,10.0,2017,"Москва, ТАО (Троицкий), Рогово поселок", ТАО (Троицкий),51.8202457812153
Новостройка,2,8,17,Панельный,Черновая,0,1,0,0,1,0,0,5153578,55.8,35.0,9.0,2019,"Москва, ЮВАО, р-н Некрасовка, Люберецкие Поля микрорайон, 13-й квартал, к4АБ", ЮВАО,8.193640524276882
Вторичка,2,3,3,Блочный,Дизайнерский,1,0,0,0,0,1,0,2750000,60.0,24.0,18.0,2012,"Москва, ТАО (Троицкий), Краснопахорское поселение, Былово село, Былово коттеджный поселок, ул. Радужная, 2", ТАО (Троицкий),25.246487083215943
Вторичка,3,3,9,Кирпичный,Косметический,0,2,0,0,1,0,0,4250000,90.0,52.0,15.0,2015,"Москва, ТАО (Троицкий), Щаповское поселение, Щапово поселок, 59", ТАО (Троицкий),15.734928731020165
Вторичка,2,1,3,Монолитный,Нет,0,1,0,0,0,1,0,1400000,51.0,36.0,10.0,2010,"Москва, ТАО (Троицкий), Первомайское поселок, ул. Центральная, 27", ТАО (Троицкий),29.83222699347755
Вторичка,2,1,5,Монолитно-кирпичный,Дизайнерский,0,1,0,0,0,0,1,3950000,90.0,27.0,35.0,2012,"Москва, ТАО (Троицкий), Кленовское поселение", ТАО (Троицкий),29.50410872030969
Вторичка,5,3,6,Монолитный,Дизайнерский,3,0,1,1,1,1,0,7900000,170.0,110.0,30.0,2010,"Москва, ТАО (Троицкий), Кленовское поселение, Киселево деревня", ТАО (Троицкий),25.791597317740788
Вторичка,3,1,5,Монолитно-кирпичный,Нет,0,1,0,0,1,0,0,3500000,104.0,76.0,12.0,2002,"Москва, ТАО (Троицкий), Кленовское поселение", ТАО (Троицкий),29.50410872030969
Новостройка,1,17,17,Панельный,Чистовая,1,0,1,1,1,0,0,4000000,374.0,19.1,7.0,2018,"Москва, ЮВАО, р-н Некрасовка, ул. Вертолетчиков, 9к1", ЮВАО,7.5223521022062085
Вторичка,2,7,14,Монолитный,Нет,0,1,1,1,0,0,1,600000,65.0,53.0,12.0,1955,"Москва, ЗАО, р-н Дорогомилово, Большая Дорогомиловская ул., 4", ЗАО,0.5762342580871042
Вторичка,3,4,9,Кирпичный,Косметический,0,1,1,0,0,0,1,4250000,90.0,52.0,15.0,2015,"Москва, ТАО (Троицкий), Щаповское поселение, Щапово поселок, 59", ТАО (Троицкий),15.734928731020165
Вторичка,3,9,17,Панельный,Нет,1,0,1,1,1,0,0,16550000,785.0,52.8,10.6,1995,"Москва, ЮЗАО, р-н Черемушки, Новочеремушкинская ул., 53К4", ЮЗАО,1.1050223975964713
Новостройка,2,3,4,Монолитный,Нет,0,1,0,0,0,0,1,3150000,56.8,30.4,11.0,2018,"Москва, ТАО (Троицкий), Краснопахорское поселение, Раево деревня, ул. Дублинская", ТАО (Троицкий),19.634876417300717
Вторичка,1,12,14,Панельный,Косметический,0,1,0,0,1,0,0,2100000,39.1,20.9,8.6,1989,"Москва, ЗелАО, р-н Силино, Зеленоград, к1129", ЗелАО,21.634151866217575
Вторичка,2,4,4,Монолитный,Нет,0,2,0,0,0,0,0,3600000,67.5,40.0,15.0,2012,"Москва, ТАО (Троицкий), Первомайское поселок, ул. Центральная, 32", ТАО (Троицкий),29.613109148459092
Новостройка,1,4,4,Монолитный,Нет,1,0,0,0,1,0,0,2050000,39.6,17.0,10.0,2018,"Москва, ТАО (Троицкий), Краснопахорское поселение, Раево деревня, ул. Ирландская, 42", ТАО (Троицкий),19.616249297702687
Вторичка,2,4,4,Монолитный,Евроремонт,1,0,0,0,0,1,0,4900000,90.0,30.0,15.0,2011,"Москва, ТАО (Троицкий), Первомайское поселок, ул. Центральная, 30", ТАО (Троицкий),29.518464583170644
Новостройка,2,3,14,Монолитный,Нет,0,1,1,1,0,0,1,3100000,62.0,33.5,13.0,2018,"Москва, НАО (Новомосковский), Марушкинское поселение, Марушкино деревня, ул. Северная", НАО (Новомосковский),24.027817624404896
Вторичка,2,4,4,Монолитный,Косметический,1,1,0,0,0,0,0,3700000,73.0,38.0,10.0,2016,"Москва, ТАО (Троицкий), Первомайское поселок, ул. Центральная, 12к1", ТАО (Троицкий),29.492630255451452
Вторичка,2,4,4,Монолитный,Нет,0,1,0,0,0,1,0,3700000,73.2,38.0,10.0,2016,"Москва, ТАО (Троицкий), Первомайское поселок, ул. Центральная, 12к1", ТАО (Троицкий),29.492630255451452
Новостройка,2,1,3,Монолитный,Черновая,1,0,0,0,0,0,0,2798695,51.1,30.8,10.2,2018,"Москва, ТАО (Троицкий), Новофедоровское поселение, Зверево деревня", ТАО (Троицкий),49.6308796948528
Вторичка,2,4,7,Монолитно-кирпичный,Евроремонт,1,1,0,0,1,1,1,3499000,65.0,50.0,14.0,2015,"Москва, НАО (Новомосковский), Воскресенское поселение, Язово деревня, 44", НАО (Новомосковский),1.8339546554643675
Вторичка,2,4,4,Монолитный,Нет,1,1,0,0,0,0,0,3400000,69.0,36.0,14.0,2012,"Москва, ТАО (Троицкий), Первомайское поселок, ул. Центральная, 32", ТАО (Троицкий),29.613109148459092
Новостройка,1,1,3,Кирпичный,Нет,1,0,0,0,1,0,0,1850000,35.34,14.0,11.0,2019,"Москва, ТАО (Троицкий), Новофедоровское поселение, Зверево деревня, Борисоглебское жилой комплекс", ТАО (Троицкий),50.71019575112515
Вторичка,4,8,22,Монолитно-кирпичный,Косметический,1,1,1,1,1,1,0,19999000,150.2,80.3,14.9,2003,"Москва, ВАО, р-н Ивановское, ш. Энтузиастов, 55", ВАО,2.6486761525748013
Вторичка,2,2,17,Панельный,Косметический,0,1,1,1,0,0,1,8772000,58.5,35.0,10.0,1996,"Москва, ЮВАО, р-н Марьино, Новомарьинская ул., 11К1", ЮВАО,0.8154033359678292
Новостройка,2,1,4,Монолитный,Нет,0,1,0,0,0,1,1,3380000,59.3,26.4,13.5,2018,"Москва, ТАО (Троицкий), Краснопахорское поселение, Раево деревня, ул. Дублинская", ТАО (Троицкий),19.634876417300717
Новостройка,2,1,4,Монолитный,Нет,0,1,0,0,0,1,1,3658000,65.2,32.9,10.6,2018,"Москва, ТАО (Троицкий), Краснопахорское поселение, Раево деревня, ул. Дублинская", ТАО (Троицкий),19.634876417300717
Вторичка,3,4,20,Монолитный,Нет,0,2,1,1,1,1,1,5500000,98.0,46.0,14.0,2017,"Москва, ТАО (Троицкий), Троицк, ул. Городская, 20", ТАО (Троицкий),18.01247645529784
Вторичка,3,28,32,Монолитный,Нет,2,0,1,1,0,1,0,21970000,100.0,66.0,16.0,2014,"Москва, ЮЗАО, р-н Обручевский, Ленинский просп., 103", ЮЗАО,1.4076274986307582
Новостройка,2,1,4,Монолитный,Нет,0,1,0,0,0,1,1,3680000,65.6,32.9,10.6,2018,"Москва, ТАО (Троицкий), Краснопахорское поселение, Раево деревня, ул. Дублинская", ТАО (Троицкий),19.634876417300717
Новостройка,3,1,4,Монолитный,Нет,1,1,0,0,1,1,0,4104000,73.3,40.7,13.5,2018,"Москва, ТАО (Троицкий), Краснопахорское поселение, Раево деревня, ул. Дублинская", ТАО (Троицкий),19.634876417300717
Вторичка,3,1,3,Блочный,Нет,0,1,0,0,1,1,0,4250000,74.0,48.0,9.5,2017,"Москва, ТАО (Троицкий), Новофедоровское поселение, Зверево деревня", ТАО (Троицкий),49.6308796948528
Новостройка,2,1,4,Монолитный,Нет,0,1,0,0,0,1,1,3501000,62.4,30.3,10.5,2018,"Москва, ТАО (Троицкий), Краснопахорское поселение, Раево деревня, ул. Дублинская", ТАО (Троицкий),19.634876417300717
Вторичка,1,5,5,Панельный,Нет,0,0,0,0,1,0,0,2200000,38.0,20.0,9.0,1979,"Москва, ТАО (Троицкий), Рогово поселок", ТАО (Троицкий),51.8202457812153
Новостройка,3,1,4,Монолитный,Нет,1,1,0,0,0,1,1,4244000,75.8,40.7,13.5,2018,"Москва, ТАО (Троицкий), Краснопахорское поселение, Раево деревня, ул. Дублинская", ТАО (Троицкий),19.634876417300717
Вторичка,6,4,5,Блочный,Нет,0,3,0,0,0,0,1,15500000,271.0,150.0,25.0,2004,"Москва, ТАО (Троицкий), Троицк, ул. Радужная, 1", ТАО (Троицкий),18.20546270696228
Новостройка,3,2,3,Кирпичный,Нет,0,1,0,0,1,0,0,4100000,73.94,47.0,9.6,2017,"Москва, ТАО (Троицкий), Новофедоровское поселение, Зверево деревня, Эко-район Борисоглебское жилой комплекс, 209", ТАО (Троицкий),50.28411257520196
Новостройка,2,1,16,Монолитный,Нет,0,1,1,1,0,0,1,4300000,76.0,43.0,12.4,2017,"Москва, НАО (Новомосковский), Марушкинское поселение, Марушкино деревня, ул. Агрохимическая", НАО (Новомосковский),23.62545105384353
Новостройка,3,19,19,Монолитный,Нет,0,2,1,1,0,0,1,5900000,104.0,51.0,12.0,2017,"Москва, НАО (Новомосковский), Марушкинское поселение, Марушкино деревня, ул. Агрохимическая, 3", НАО (Новомосковский),23.56887570602182
Вторичка,3,15,21,Кирпичный,Нет,2,0,0,0,1,0,0,6100000,107.0,68.0,14.0,2017,"Москва, НАО (Новомосковский), Щербинка, Южный квартал, 4", НАО (Новомосковский),5.596181837046601
Вторичка,1,3,3,Кирпичный,Нет,1,0,0,0,0,0,1,1990000,34.5,18.1,10.2,2015,"Москва, ТАО (Троицкий), Новофедоровское поселение, Зверево деревня, ул. Десятинная, 2к1", ТАО (Троицкий),50.445655265070144
Новостройка,3,1,4,Монолитный,Нет,1,1,0,0,1,1,0,4247000,74.9,41.5,12.6,2018,"Москва, ТАО (Троицкий), Краснопахорское поселение, Раево деревня, ул. Дублинская", ТАО (Троицкий),19.634876417300717
Вторичка,3,3,3,Блочный,Нет,0,1,0,0,0,1,1,4150000,71.4,42.2,13.4,2018,"Москва, ТАО (Троицкий), Новофедоровское поселение, Зверево деревня, ул. Десятинная, 3", ТАО (Троицкий),50.52666738490221
Новостройка,2,1,4,Монолитный,Нет,0,1,0,0,0,1,1,3311000,56.9,30.4,11.0,2018,"Москва, ТАО (Троицкий), Краснопахорское поселение, Раево деревня, ул. Дублинская", ТАО (Троицкий),19.634876417300717
Новостройка,3,4,4,Монолитный,Нет,1,1,0,0,0,1,1,5039000,84.7,49.0,12.1,2018,"Москва, ТАО (Троицкий), Краснопахорское поселение, Раево деревня, ул. Дублинская", ТАО (Троицкий),19.634876417300717
Вторичка,2,4,4,Монолитный,Дизайнерский,2,0,0,0,0,0,0,6535000,112.0,58.0,20.0,2010,"Москва, ТАО (Троицкий), Первомайское поселок, ул. Центральная, 27", ТАО (Троицкий),29.83222699347755
Вторичка,3,3,19,Монолитный,Нет,0,2,1,1,1,1,1,5499000,94.0,54.0,10.0,2017,"Москва, НАО (Новомосковский), Марушкинское поселение, Марушкино деревня, ул. Агрохимическая, 3", НАО (Новомосковский),23.56887570602182
Вторичка,2,15,16,Монолитный,Нет,0,2,1,1,1,1,0,4599000,77.0,43.0,12.4,2017,"Москва, НАО (Новомосковский), Марушкинское поселение, Марушкино деревня, ул. Агрохимическая, 3", НАО (Новомосковский),23.56887570602182
Новостройка,2,2,3,Панельный,Нет,0,1,0,0,1,1,1,3100000,52.0,31.0,12.0,2017,"Москва, ТАО (Троицкий), Новофедоровское поселение, Зверево деревня, Эко-район Борисоглебское жилой комплекс, 164", ТАО (Троицкий),50.353723370134716
Новостройка,2,14,14,Монолитный,Черновая,0,1,1,1,1,0,0,3650000,62.0,34.0,12.0,2018,"Москва, НАО (Новомосковский), Марушкинское поселение, Марушкино деревня, Марушкино жилой комплекс", НАО (Новомосковский),24.148387732557875
Новостройка,2,1,4,Монолитный,Нет,0,1,0,0,0,1,1,3189000,54.8,28.5,11.0,2018,"Москва, ТАО (Троицкий), Краснопахорское поселение, Раево деревня, ул. Дублинская", ТАО (Троицкий),19.634876417300717
Новостройка,1,1,4,Монолитный,Нет,1,0,0,0,1,1,0,2371000,40.4,18.7,7.6,2018,"Москва, ТАО (Троицкий), Краснопахорское поселение, Раево деревня, ул. Дублинская", ТАО (Троицкий),19.634876417300717
Вторичка,3,3,3,Блочный,Нет,0,1,0,0,0,1,1,4200000,71.41,42.3,13.4,2017,"Москва, ТАО (Троицкий), Новофедоровское поселение, Зверево деревня, ул. Вышгородская, 15", ТАО (Троицкий),50.628134405052116
Новостройка,3,1,5,Монолитный,Нет,0,1,0,0,1,1,0,5906240,99.78,54.1,12.9,2014,"Москва, ТАО (Троицкий), Первомайское поселение, Горчаково деревня, ул. Школьная, 13к2", ТАО (Троицкий),26.19168593878191
Новостройка,2,1,4,Монолитный,Нет,0,1,0,0,0,1,1,3358000,57.7,31.9,10.8,2018,"Москва, ТАО (Троицкий), Краснопахорское поселение, Раево деревня, ул. Дублинская", ТАО (Троицкий),19.634876417300717
Новостройка,3,12,18,Монолитно-кирпичный,Нет,0,2,1,1,1,0,0,5809000,96.8,56.6,14.8,2017,"Москва, НАО (Новомосковский), Щербинка, Южный квартал, 4", НАО (Новомосковский),5.596181837046601
Новостройка,3,2,4,Кирпичный,Нет,0,1,0,0,1,1,0,4100000,67.0,42.0,8.0,2018,"Москва, НАО (Новомосковский), Филимонковское поселение, Марьино Град жилой комплекс, к5", НАО (Новомосковский),15.547778586865757
Вторичка,3,3,5,Кирпичный,Косметический,0,1,0,0,0,0,1,3800000,63.0,46.8,6.4,1973,"Москва, ТАО (Троицкий), Кленовское поселение, Кленово село, ул. Октябрьская, 4", ТАО (Троицкий),27.674124443868752
Вторичка,2,7,18,Монолитный,Нет,1,1,1,1,1,1,0,4590000,75.0,38.0,12.0,2017,"Москва, НАО (Новомосковский), Марушкинское поселение, Марушкино деревня, ул. Агрохимическая, 3", НАО (Новомосковский),23.56887570602182
Новостройка,1,1,4,Монолитный,Нет,1,0,0,0,1,1,0,2396000,39.4,16.6,10.6,2018,"Москва, ТАО (Троицкий), Краснопахорское поселение, Раево деревня, ул. Дублинская", ТАО (Троицкий),19.634876417300717
Новостройка,1,1,3,Монолитный,Нет,1,0,0,0,0,0,0,1978000,33.0,18.0,10.5,2018,"Москва, ТАО (Троицкий), Новофедоровское поселение", ТАО (Троицкий),51.724825459078524
Новостройка,3,3,3,Монолитный,Нет,0,1,0,0,1,0,0,4500000,74.0,49.3,8.3,2017,"Москва, ТАО (Троицкий), Новофедоровское поселение, Зверево деревня, Эко-район Борисоглебское жилой комплекс, 189", ТАО (Троицкий),50.54550588587244
Новостройка,3,4,5,Монолитный,Нет,0,1,0,0,1,1,0,6878140,112.88,69.5,12.9,2014,"Москва, ТАО (Троицкий), Первомайское поселение, Горчаково деревня, ул. Школьная, 13к2", ТАО (Троицкий),26.19168593878191
Вторичка,2,2,9,Монолитный,Нет,0,1,1,0,1,1,0,5200000,86.0,37.9,16.3,2015,"Москва, ТАО (Троицкий), Щаповское поселение, Щапово поселок, 59", ТАО (Троицкий),15.734928731020165
Вторичка,3,2,8,Сталинский,Евроремонт,0,1,1,0,0,0,0,15000000,67.8,48.0,8.0,1960,"Москва, ЗАО, р-н Раменки, Ломоносовский просп., 35", ЗАО,2.7320183966653104
Вторичка,2,2,4,Монолитно-кирпичный,Нет,0,1,0,0,1,1,1,3500000,57.0,36.0,9.2,2015,"Москва, ТАО (Троицкий), Рогово поселок, ул. Березки, 10к1", ТАО (Троицкий),52.485340435393496
Вторичка,3,6,14,Монолитный,Нет,0,2,1,1,1,0,0,7000000,116.0,64.0,16.0,2009,"Москва, НАО (Новомосковский), Кокошкино дп, ул. Дзержинского, 6", НАО (Новомосковский),26.22017377720426
Вторичка,3,10,16,Монолитный,Нет,0,1,1,1,1,0,0,7200000,120.0,65.0,24.0,2011,"Москва, НАО (Новомосковский), Кокошкино дп, ул. Дзержинского, 6", НАО (Новомосковский),26.22017377720426
Вторичка,2,2,3,Блочный,Нет,0,1,0,0,0,1,1,3150000,51.5,30.0,11.7,2018,"Москва, ТАО (Троицкий), Новофедоровское поселение, Зверево деревня, ул. Вышгородская, 12", ТАО (Троицкий),50.436583756538134
Новостройка,1,8,9,Монолитный,Нет,1,0,1,1,1,1,0,3000000,50.0,21.0,12.0,2017,"Москва, ТАО (Троицкий), Первомайское поселение", ТАО (Троицкий),25.670847542071208
Вторичка,1,5,9,Монолитный,Нет,0,1,1,0,0,0,0,3100000,50.4,20.6,13.2,2015,"Москва, ТАО (Троицкий), Щаповское поселение, Щапово поселок, 59", ТАО (Троицкий),15.734928731020165
Вторичка,3,3,5,Кирпичный,Нет,0,1,0,0,0,0,1,3800000,62.6,39.0,6.0,1973,"Москва, ТАО (Троицкий), Кленовское поселение, Кленово село, ул. Октябрьская, 4", ТАО (Троицкий),27.674124443868752
Новостройка,1,12,14,Монолитный,Нет,0,0,1,1,0,0,0,2500000,40.0,20.0,10.0,2017,"Москва, НАО (Новомосковский), Марушкинское поселение, Марушкино деревня, Марушкино жилой комплекс", НАО (Новомосковский),24.148387732557875
